timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-11-07T12:31:53,training_report,36aa23e9-e863-4e1f-9db3-3aabbc00de59,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.9933311430013418,1.1764733768851328e-06,5.90204683760535e-07,6.4000766656,0.0,10.0,2.638437098793884e-06,0.0,4.120961791669389e-06,6.759398890463273e-06,0.0,Spain,ESP,catalonia,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.8,16,13th Gen Intel(R) Core(TM) i5-1340P,,,2.214,41.4082,7.603702545166016,machine,N,1.0,0.0
